model,scenario,category,imp,ghg_2030,ghg_2050,cut_2030,cut_2040,cut_2050,netzero_co2,cumulative_co2,peak_warming,warming_2100
AIM/CGE 2.2,EN_INDCi2030_900f,C3,non-IMP,55.841250294853047,22.296626907447639,3.9374471162589502,44.439438430304698,61.643571909364077,2064,1085.093622926451,1.8069900177748901,1.626818804220511
AIM/CGE 2.2,EN_INDCi2100,C6,non-IMP,57.287380003819102,48.033461657311143,1.6499046275809619,8.0086695023605756,17.536889717263222,,2366.415355587465,2.520182896988135,2.520182896988135
AIM/CGE 2.2,EN_NPi2020_1000,C3,non-IMP,37.452778353792937,25.093683063291529,35.545503174838977,43.87119286791404,56.814933726519591,2070,983.22543386200437,1.7409069222699241,1.6835279627036941
AIM/CGE 2.2,EN_NPi2020_1000f,C3,non-IMP,40.738777904066637,29.979319101183592,29.895829016108468,36.748076434765167,48.410938659006128,2074,1187.5484655519281,1.831066502628085,1.687221739634396
AIM/CGE 2.2,EN_NPi2020_1200,C3,non-IMP,40.258214870799677,29.407751336955211,30.724516635094481,37.592059094489443,49.395764440112359,2075,1166.465815673429,1.8245351960764289,1.774110800113273
AIM/CGE 2.2,EN_NPi2020_1200f,C4,non-IMP,42.855017826411768,32.524289064976251,26.253052085586798,33.022787082173878,44.030660275449172,2078,1326.7168396316381,1.895405552173421,1.8039644003373789
AIM/CGE 2.2,EN_NPi2020_1400,C4,non-IMP,43.453607870580882,33.306654748343632,25.225952048684132,31.896082414418139,42.686614039781993,2080,1378.9183506495419,1.9196350756695271,1.8861047890614211
AIM/CGE 2.2,EN_NPi2020_1400f,C4,non-IMP,44.445128363795,34.453560637647008,23.51671443071622,30.242109319769121,40.710678219699759,2082,1443.7524141690151,1.950992898088783,1.88764867739368
AIM/CGE 2.2,EN_NPi2020_1600,C5,non-IMP,46.394772490714011,36.689461096443083,20.164858272683968,27.021865380503389,36.865552533539272,2090,1596.280856803583,2.0303694263412271,2.003623318287842
AIM/CGE 2.2,EN_NPi2020_1600f,C5,non-IMP,46.394772490714011,36.689461096443083,20.164858272683968,27.021865380503389,36.865552533539272,2088,1594.05661161025,2.029979311081834,1.9993050792012741
AIM/CGE 2.2,EN_NPi2020_1800,C5,non-IMP,47.83157553234156,38.487500521820181,17.692438034271699,24.425828903170022,33.771524377996244,,1762.508891500953,2.0953017613713678,2.083287497781273
AIM/CGE 2.2,EN_NPi2020_1800f,C5,non-IMP,47.83157553234156,38.487500521820181,17.692438034271699,24.425828903170022,33.771524377996244,,1762.508891500953,2.0953017613713678,2.083287497781273
AIM/CGE 2.2,EN_NPi2020_300f,C1,non-IMP,33.716853402208088,11.386431399332579,41.98075288539917,61.6986738867882,80.406470045390932,2055,649.07983980944027,1.6087460455093461,1.303397214340724
AIM/CGE 2.2,EN_NPi2020_400f,C2,non-IMP,34.037124674718932,15.165281377025529,41.423684951743923,56.419275174659788,73.901253169134392,2059,719.66603563507419,1.6349652733671221,1.3639061664430161
